ProteinGroupId	q-value	posterior_error_prob	score	numPeptides	proteinIds
AGAP000314-PA	0.833663	NA	1.618273	1	AGAP000314-PA,AGAP000314-RA_1+,AGAP000314-RB_1+,CUFF.16189.1_2+,CUFF.16189.2_2+
AGAP000153-RA_3+	0.833663	NA	1.613360	1	AGAP000153-RA_3+,CUFF.16082.1_2+,CUFF.16082.2_2+,CUFF.16082.3_1+,CUFF.16082.4_3+
CUFF.2441.1_3+	0.833663	NA	1.612074	1	CUFF.2441.1_3+,CUFF.2441.2_2+,CUFF.2441.3_1+,CUFF.2441.4_2+,CUFF.2441.5_2+,CUFF.2441.6_3+
AGAP010304-RA_1+	0.833663	NA	1.610936	1	AGAP010304-RA_1+,AGAP010304-RB_1+,CUFF.12309.1_3+,CUFF.12309.4_2+,CUFF.12309.5_1+
AGAP008577-RA_3+	0.833663	NA	1.601302	1	AGAP008577-RA_3+,CUFF.10113.10_2+,CUFF.10113.11_1+,CUFF.10113.2_3+,CUFF.10113.5_3+
ACOM026467-PA	0.833663	NA	1.597321	1	ACOM026467-PA,AGAP012181-PA,AGAP012181-PB,AGAP012181-RA_1+,CUFF.9118.1_2+,CUFF.9118.2_2+
AGAP006839-RA_2+	0.833663	NA	1.596986	1	AGAP006839-RA_2+
CUFF.10228.1_1+	0.833663	NA	1.596892	1	CUFF.10228.1_1+,CUFF.10228.2_1+
CUFF.5757.11_1+	0.833663	NA	1.595289	1	CUFF.5757.11_1+,CUFF.5757.1_2+
AGAP002915-RA_3+	0.833663	NA	1.594330	1	AGAP002915-RA_3+,CUFF.4638.1_2+,CUFF.4638.2_1+,CUFF.4638.3_1+,CUFF.4638.4_2+
ACOM037224-PA	0.833663	NA	1.590668	1	ACOM037224-PA,AGAP002301-PA,AGAP002301-RA_1+
AGAP012223-RA_3+	0.833663	NA	1.581915	1	AGAP012223-RA_3+,AGAP029560-PA,CUFF.9160.2_3+,CUFF.9160.3_3+,CUFF.9160.4_3+
ACOM038723-PA	0.833663	NA	1.581205	1	ACOM038723-PA,AGAP000467-PA,AGAP000467-PB,AGAP000467-RA_1+,CUFF.16784.1_1+,CUFF.16784.2_3+,CUFF.16784.3_3+,CUFF.16784.4_1+
CUFF.9975.1_2+	0.833663	NA	1.577529	1	CUFF.9975.1_2+,CUFF.9975.2_3+,CUFF.9975.3_1+,CUFF.9975.4_1+
CUFF.6205.1_3+	0.833663	NA	1.572071	1	CUFF.6205.1_3+,CUFF.6205.2_1+,CUFF.6205.3_3+,CUFF.6205.5_1+,CUFF.6205.6_1+,CUFF.6205.7_3+
CUFF.5785.14_1+	0.833663	NA	1.572065	1	CUFF.5785.14_1+,CUFF.5785.17_1+,CUFF.5785.18_1+,CUFF.5785.19_2+
AGAP006878-RA_2+	0.833663	NA	1.563388	1	AGAP006878-RA_2+
AGAP005631-RA_1+	0.833663	NA	1.561133	1	AGAP005631-RA_1+
sp|Q08746|RRS1_YEAST	0.833663	NA	1.558590	1	sp|Q08746|RRS1_YEAST
ACOM027325-PA	0.833663	NA	1.556501	1	ACOM027325-PA,AGAP009067-PA,AGAP009067-RA_3+,CUFF.10661.1_2+
TCONS_00030302_3+	0.833663	NA	1.554980	1	TCONS_00030302_3+
ACOM036856-PA	0.833663	NA	1.551543	1	ACOM036856-PA,AGAP002523-PA,AGAP002523-RA_1+,CUFF.4259.1_3+
ACOM038281-PA	0.833663	NA	1.548460	1	ACOM038281-PA,AGAP004835-PA,AGAP004835-RA_1+,CUFF.422.1_2+,CUFF.422.2_1+,CUFF.422.3_2+
CUFF.5764.10_3+	0.833663	NA	1.546446	2	CUFF.5764.10_3+,CUFF.5764.11_3+,CUFF.5764.12_1+,CUFF.5764.1_2+,CUFF.5764.2_2+,CUFF.5764.3_2+,CUFF.5764.4_3+,CUFF.5764.5_2+,CUFF.5764.6_2+,CUFF.5764.7_2+,CUFF.5764.8_1+,CUFF.5764.9_1+
AGAP004703-RA_1+	0.833663	NA	1.541599	1	AGAP004703-RA_1+
AGAP004588-RA_3+	0.833663	NA	1.529904	1	AGAP004588-RA_3+,CUFF.6298.1_2+
ACOM034253-PA	0.833663	NA	1.529176	1	ACOM034253-PA,AGAP001523-PA,AGAP001523-RA_1+,CUFF.3296.1_3+,CUFF.3296.3_2+,CUFF.3296.4_2+
CUFF.1525.1_2+	0.833663	NA	1.528988	1	CUFF.1525.1_2+,CUFF.1525.3_1+,CUFF.1525.4_2+
AGAP008930-RA_3+	0.833663	NA	1.526370	1	AGAP008930-RA_3+
ACOM042578-PA	0.833663	NA	1.525591	1	ACOM042578-PA,AGAP012400-PA,AGAP012400-RA_3+
ACOM027817-PA	0.833663	NA	1.519745	1	ACOM027817-PA,AGAP005288-PA,AGAP005288-RA_1+
CUFF.939.2_3+	0.833663	NA	1.519745	2	CUFF.939.2_3+,CUFF.939.3_1+,CUFF.939.7_3+,CUFF.939.9_1+
AGAP008074-RA_1+	0.833663	NA	1.519649	1	AGAP008074-RA_1+,CUFF.9691.1_3+
AGAP010641-RA_2+	0.833663	NA	1.518961	1	AGAP010641-RA_2+,CUFF.7277.1_3+
AGAP000169-RA_3+	0.833663	NA	1.516637	1	AGAP000169-RA_3+,CUFF.16007.1_1+
CUFF.10153.1_2+	0.833663	NA	1.516291	1	CUFF.10153.1_2+,CUFF.10153.2_2+,CUFF.10153.3_3+
CUFF.17098.1_1+	0.833663	NA	1.514801	1	CUFF.17098.1_1+,CUFF.17098.2_2+,CUFF.17098.3_2+
AGAP009144-PA	0.833663	NA	1.512329	1	AGAP009144-PA,AGAP009144-RA_1+,CUFF.10818.1_1+,CUFF.10818.2_3+,CUFF.10818.3_2+,CUFF.10818.5_3+,CUFF.10818.7_1+,CUFF.10818.8_1+,CUFF.10818.9_3+
ACOM032446-PA	0.833663	NA	1.511006	1	ACOM032446-PA,AGAP009522-PA,AGAP009522-RA_1+,CUFF.11227.10_3+,CUFF.11227.11_2+,CUFF.11227.2_1+,CUFF.11227.3_1+,CUFF.11227.4_1+,CUFF.11227.7_1+,CUFF.11227.8_1+,CUFF.11227.9_1+
sp|P32900|SKG6_YEAST	0.833663	NA	1.510958	1	sp|P32900|SKG6_YEAST
AGAP001694-RA_2+	0.833663	NA	1.509817	1	AGAP001694-RA_2+
CUFF.3444.2_2+	0.833663	NA	1.509817	2	CUFF.3444.2_2+
ACOM027344-PA	0.833663	NA	1.504428	1	ACOM027344-PA,AGAP009078-PA
ACOM035796-PA	0.833663	NA	1.503868	1	ACOM035796-PA,AGAP003283-PA,AGAP003283-RA_1+,AGAP012597-PA,AGAP012597-RA_1+,CUFF.5078.2_2+,CUFF.5078.3_1+,CUFF.5078.4_3+,CUFF.5078.5_2+,CUFF.5078.6_1+,CUFF.5078.7_3+
AGAP012981-RA_2+	0.833663	NA	1.502502	1	AGAP012981-RA_2+,CUFF.4929.1_3+,CUFF.4929.2_1+,CUFF.4929.3_3+
AGAP003503-RA_2+	0.833663	NA	1.496835	1	AGAP003503-RA_2+
TCONS_00040105_1+	0.833663	NA	1.489046	1	TCONS_00040105_1+
sp|P41809|HKR1_YEAST	0.833663	NA	1.486591	1	sp|P41809|HKR1_YEAST
CUFF.15931.11_3+	0.833663	NA	1.483876	1	CUFF.15931.11_3+,CUFF.15931.12_3+,CUFF.15931.16_3+,CUFF.15931.17_3+,CUFF.15931.18_1+,CUFF.15931.20_3+,CUFF.15931.21_1+,CUFF.15931.2_2+,CUFF.15931.4_3+,CUFF.15931.5_3+,CUFF.15931.8_2+
CUFF.16863.1_1+	0.833663	NA	1.460313	1	CUFF.16863.1_1+,CUFF.16863.2_1+,CUFF.16863.3_2+,CUFF.16863.4_2+,CUFF.16863.5_1+,CUFF.16863.6_2+
AGAP013007-RA_3+	0.833663	NA	1.456764	1	AGAP013007-RA_3+,CUFF.4192.1_3+
sp|P06169|PDC1_YEAST	0.833663	NA	1.452849	1	sp|P06169|PDC1_YEAST,sp|P16467|PDC5_YEAST,sp|P26263|PDC6_YEAST
AGAP008488-RA_2+	0.833663	NA	1.451655	1	AGAP008488-RA_2+,CUFF.10038.1_1+,CUFF.10038.2_3+
CUFF.16792.1_2+	0.833663	NA	1.451072	1	CUFF.16792.1_2+
ACOM037803-PA	0.833663	NA	1.450390	1	ACOM037803-PA
AGAP008928-RA_3+	0.833663	NA	1.448609	1	AGAP008928-RA_3+,CUFF.10472.1_2+
AGAP004000-RA_3+	0.833663	NA	1.447520	1	AGAP004000-RA_3+,CUFF.5749.1_2+,CUFF.5749.2_2+,CUFF.5749.3_3+,CUFF.5749.4_3+,CUFF.5749.5_3+,CUFF.5749.6_2+,CUFF.5749.7_1+,CUFF.5749.8_3+
CUFF.10591.1_3+	0.833663	NA	1.443179	1	CUFF.10591.1_3+,CUFF.10591.3_1+
CUFF.12373.1_2+	0.833663	NA	1.438055	1	CUFF.12373.1_2+,CUFF.12373.2_3+
CUFF.5282.1_2+	0.833663	NA	1.435396	1	CUFF.5282.1_2+,CUFF.5282.3_2+
AGAP010850-RA_3+	0.833663	NA	1.435102	1	AGAP010850-RA_3+
CUFF.7517.1_2+	0.833663	NA	1.435102	2	CUFF.7517.1_2+
CUFF.8376.1_2+	0.833663	NA	1.430574	1	CUFF.8376.1_2+,CUFF.8376.2_2+,CUFF.8376.3_1+
AGAP007989-PA	0.833663	NA	1.430518	1	AGAP007989-PA,CUFF.9601.1_3+
ACOM043163-PA	0.833663	NA	1.429121	1	ACOM043163-PA,AGAP001168-PA,AGAP001168-RA_2+,AGAP001168-RB_1+,CUFF.3007.1_1+,CUFF.3007.2_3+,CUFF.3007.3_1+
AGAP001035-RA_2+	0.833663	NA	1.428532	1	AGAP001035-RA_2+,CUFF.17501.1_3+
TCONS_00003916_3+	0.833663	NA	1.426293	2	TCONS_00003916_3+
AGAP013509-RA_3+	0.833663	NA	1.425028	1	AGAP013509-RA_3+
AGAP000079-RA_3+	0.833663	NA	1.420022	1	AGAP000079-RA_3+,CUFF.15873.1_2+
CUFF.10607.1_1+	0.833663	NA	1.414854	1	CUFF.10607.1_1+,CUFF.10607.2_1+,CUFF.10607.3_3+,CUFF.10607.5_1+,CUFF.10607.6_1+
AGAP005230-RA_1+	0.833663	NA	1.414791	1	AGAP005230-RA_1+,CUFF.849.1_2+
AGAP008515-RA_1+	0.833663	NA	1.414001	1	AGAP008515-RA_1+,CUFF.10017.1_1+
ACOM025947-PA	0.833663	NA	1.410319	1	ACOM025947-PA
CUFF.7679.1_2+	0.833663	NA	1.410278	1	CUFF.7679.1_2+
CUFF.8000.1_3+	0.833663	NA	1.402631	1	CUFF.8000.1_3+,CUFF.8000.2_3+
TCONS_00016335_3+	0.833663	NA	1.399046	1	TCONS_00016335_3+
ACOM038290-PA	0.833663	NA	1.398493	1	ACOM038290-PA,AGAP004854-PA,AGAP004854-RA_2+
TCONS_00003917_1+	0.833663	NA	1.396127	1	TCONS_00003917_1+
TCONS_00039760_2+	0.833663	NA	1.385828	1	TCONS_00039760_2+
AGAP009752-RA_2+	0.833663	NA	1.381843	1	AGAP009752-RA_2+,CUFF.11514.1_1+,CUFF.11514.3_1+,CUFF.11514.4_2+
CUFF.17375.4_3+	0.833663	NA	1.381716	1	CUFF.17375.4_3+
CUFF.3124.4_2+	0.833663	NA	1.378682	1	CUFF.3124.4_2+
AGAP005943-RA_3+	0.833663	NA	1.376759	1	AGAP005943-RA_3+,CUFF.1556.1_3+,CUFF.1556.2_3+,CUFF.1556.3_3+,CUFF.1556.4_2+,CUFF.1556.6_2+
AGAP000995-RA_2+	0.833663	NA	1.366485	1	AGAP000995-RA_2+
CUFF.15927.1_1+	0.833663	NA	1.361673	1	CUFF.15927.1_1+,CUFF.15927.2_3+
sp|P40487|DPH1_YEAST	0.833663	NA	1.360714	1	sp|P40487|DPH1_YEAST
CUFF.5535.3_2+	0.833663	NA	1.356580	1	CUFF.5535.3_2+
sp|Q12493|NKP1_YEAST	0.833663	NA	1.345689	1	sp|Q12493|NKP1_YEAST
ACOM041994-PA	0.833663	NA	1.341968	1	ACOM041994-PA,AGAP002238-PA,AGAP002238-PB,AGAP002238-RB_1+,CUFF.3986.2_1+,CUFF.3986.4_1+,CUFF.3986.5_1+,CUFF.3986.8_1+
sp|P27692|SPT5_YEAST	0.833663	NA	1.339109	1	sp|P27692|SPT5_YEAST
ACOM034826-PA	0.833663	NA	1.338542	1	ACOM034826-PA,AGAP003808-PA,AGAP003808-RA_1+
AGAP009239-RA_3+	0.833663	NA	1.332583	1	AGAP009239-RA_3+,CUFF.10872.1_1+
ACOM041023-PA	0.833663	NA	1.328930	1	ACOM041023-PA
ACOM023689-PA	0.833663	NA	1.325598	1	ACOM023689-PA,AGAP001895-PA,AGAP001895-PB,AGAP001895-RA_1+,CUFF.3662.1_3+,CUFF.3662.2_2+,CUFF.3662.3_3+,CUFF.3662.4_1+
sp|P41735|COQ7_YEAST	0.833663	NA	1.322642	1	sp|P41735|COQ7_YEAST
AGAP011079-RA_1+	0.833663	NA	1.322492	1	AGAP011079-RA_1+,CUFF.7775.1_2+,CUFF.7775.2_2+,CUFF.7775.3_3+
AGAP006741-RA_2+	0.833663	NA	1.322254	1	AGAP006741-RA_2+,CUFF.2229.1_2+,CUFF.2229.2_2+,CUFF.2229.3_2+
ACOM043207-PA	0.833663	NA	1.317886	1	ACOM043207-PA,AGAP001715-PA,AGAP001715-RA_1+
ACOM030617-PA	0.833663	NA	1.311482	1	ACOM030617-PA,AGAP008046-PA,AGAP008046-RA_3+,CUFF.9675.1_2+,CUFF.9675.2_1+,CUFF.9675.3_1+,CUFF.9675.4_1+,CUFF.9675.5_1+
CUFF.5908.1_3+	0.833663	NA	1.310111	1	CUFF.5908.1_3+,CUFF.5908.2_1+,CUFF.5908.3_1+,CUFF.5908.4_2+
AGAP005940-RA_3+	0.833663	NA	1.305635	1	AGAP005940-RA_3+,AGAP005940-RB_3+,CUFF.1516.1_1+
CUFF.11104.2_1+	0.833663	NA	1.305610	1	CUFF.11104.2_1+
AGAP002886-RA_3+	0.833663	NA	1.305034	1	AGAP002886-RA_3+,AGAP002886-RB_3+,CUFF.4602.1_2+,CUFF.4602.2_2+,CUFF.4602.3_1+,CUFF.4602.4_1+,CUFF.4602.5_1+,CUFF.4602.6_3+,CUFF.4602.7_2+,CUFF.4602.8_2+
AGAP003785-RC_3+	0.833663	NA	1.304635	1	AGAP003785-RC_3+,AGAP003785-RD_3+
AGAP008221-RA_2+	0.833663	NA	1.302056	1	AGAP008221-RA_2+,CUFF.9836.1_3+,CUFF.9836.2_1+,CUFF.9836.4_2+
AGAP002490-RA_3+	0.833663	NA	1.298828	1	AGAP002490-RA_3+,CUFF.4205.1_3+
sp|P41695|BUB1_YEAST	0.833663	NA	1.284620	1	sp|P41695|BUB1_YEAST
sp|P42950|GSM1_YEAST	0.833663	NA	1.279128	1	sp|P42950|GSM1_YEAST
AGAP009074-RA_2+	0.833663	NA	1.273031	1	AGAP009074-RA_2+,CUFF.10732.1_2+,CUFF.10732.2_2+,CUFF.10732.3_1+,CUFF.10732.4_3+,CUFF.10732.5_3+,CUFF.10732.6_1+,CUFF.10732.7_1+,CUFF.10732.8_1+
AGAP011627-RA_1+	0.833663	NA	1.271401	1	AGAP011627-RA_1+,CUFF.8592.1_1+,CUFF.8592.2_1+,CUFF.8592.3_3+,CUFF.8592.4_3+
TCONS_00006604_2+	0.833663	NA	1.270545	1	TCONS_00006604_2+
ACOM037502-PA	0.833663	NA	1.264868	1	ACOM037502-PA,AGAP002908-PA,AGAP002908-RA_1+,CUFF.4590.1_1+,CUFF.4590.2_1+,CUFF.4590.3_1+
AGAP002291-RA_2+	0.833663	NA	1.264721	1	AGAP002291-RA_2+,CUFF.4002.1_1+
CUFF.1528.1_2+	0.833663	NA	1.259446	1	CUFF.1528.1_2+
AGAP006444-RA_3+	0.833663	NA	1.255398	1	AGAP006444-RA_3+,CUFF.1950.1_3+,CUFF.1950.2_2+
ACOM042520-PA	0.833663	NA	1.254914	1	ACOM042520-PA,AGAP005906-PA,AGAP005906-RA_3+
ACOM036941-PA	0.833663	NA	1.252831	1	ACOM036941-PA
AGAP009830-PA	0.833663	NA	1.251296	1	AGAP009830-PA,AGAP009830-RA_1+
AGAP012140-RA_2+	0.833663	NA	1.248044	1	AGAP012140-RA_2+
AGAP000171-RA_3+	0.833663	NA	1.247059	1	AGAP000171-RA_3+,CUFF.16034.1_3+,CUFF.16034.2_3+,CUFF.16034.3_1+
CUFF.1658.9_2+	0.833663	NA	1.238818	2	CUFF.1658.9_2+
CUFF.3198.1_2+	0.833663	NA	1.237517	2	CUFF.3198.1_2+,CUFF.3198.3_2+
AGAP000926-RA_2+	0.833663	NA	1.237454	1	AGAP000926-RA_2+,AGAP000926-RB_2+,CUFF.17140.10_1+,CUFF.17140.13_2+,CUFF.17140.14_2+,CUFF.17140.15_1+,CUFF.17140.3_3+,CUFF.17140.4_2+,CUFF.17140.5_2+,CUFF.17140.6_2+,CUFF.17140.7_2+,CUFF.17140.8_1+,CUFF.17140.9_2+
CUFF.17140.11_1+	0.833663	NA	1.237454	2	CUFF.17140.11_1+
CUFF.8400.1_3+	0.833663	NA	1.236740	1	CUFF.8400.1_3+,CUFF.8400.2_3+
CUFF.16123.1_2+	0.833663	NA	1.227662	1	CUFF.16123.1_2+,CUFF.16123.3_3+
AGAP006956-RA_3+	0.833663	NA	1.227261	1	AGAP006956-RA_3+
AGAP002374-RA_3+	0.833663	NA	1.224845	1	AGAP002374-RA_3+,CUFF.4100.1_2+
AGAP010298-RA_2+	0.833663	NA	1.220141	1	AGAP010298-RA_2+
CUFF.15803.1_1+	0.833663	NA	1.219917	1	CUFF.15803.1_1+
ACOM024810-PA	0.833663	NA	1.219061	1	ACOM024810-PA,AGAP006024-PA,AGAP006024-RA_2+,CUFF.1594.1_1+,CUFF.1594.2_2+,CUFF.1594.3_1+,CUFF.1594.4_3+
ACOM029576-PA	0.833663	NA	1.217603	1	ACOM029576-PA,AGAP004546-PA,AGAP004546-RA_3+,CUFF.6220.1_2+,CUFF.6220.2_1+
CUFF.1694.1_2+	0.833663	NA	1.217508	1	CUFF.1694.1_2+
CUFF.496.1_1+	0.833663	NA	1.216925	1	CUFF.496.1_1+,CUFF.496.2_1+,CUFF.496.3_2+,CUFF.496.4_1+,CUFF.496.6_2+,CUFF.496.7_1+
CUFF.496.5_3+	0.833663	NA	1.216925	2	CUFF.496.5_3+
CUFF.6205.1_1+	0.833663	NA	1.216468	2	CUFF.6205.1_1+,CUFF.6205.2_2+,CUFF.6205.3_1+,CUFF.6205.5_2+,CUFF.6205.6_2+,CUFF.6205.7_1+
AGAP009268-RA_2+	0.833663	NA	1.215603	1	AGAP009268-RA_2+
CUFF.5831.1_3+	0.833663	NA	1.207357	1	CUFF.5831.1_3+
CUFF.1256.1_2+	0.833663	NA	1.202021	1	CUFF.1256.1_2+,CUFF.1256.2_2+,CUFF.1256.3_1+,CUFF.1256.4_3+,CUFF.1256.5_1+,CUFF.1256.6_2+
AGAP002902-RA_3+	0.833663	NA	1.200602	1	AGAP002902-RA_3+,CUFF.4571.1_3+,CUFF.4571.2_1+,CUFF.4571.4_1+,CUFF.4571.5_3+
ACOM039000-PA	0.833663	NA	1.198433	1	ACOM039000-PA,AGAP005555-PA,AGAP005555-RA_1+,CUFF.1110.1_3+,CUFF.1110.2_3+
AGAP006601-RA_3+	0.833663	NA	1.197921	1	AGAP006601-RA_3+,AGAP006601-RB_3+,CUFF.2074.1_3+,CUFF.2074.2_3+,CUFF.2074.3_1+,CUFF.2074.4_1+,CUFF.2074.5_1+,CUFF.2074.8_3+,CUFF.2074.9_3+
CUFF.4045.1_3+	0.833663	NA	1.196885	1	CUFF.4045.1_3+,CUFF.4045.2_3+
CUFF.3804.1_3+	0.833663	NA	1.196603	1	CUFF.3804.1_3+,CUFF.3804.2_2+,CUFF.3804.3_2+
AGAP012282-RA_3+	0.833663	NA	1.195888	1	AGAP012282-RA_3+,CUFF.9199.1_2+
AGAP006089-PA	0.833663	NA	1.194750	1	AGAP006089-PA,AGAP006089-PB,CUFF.1702.1_1+,CUFF.1702.2_2+,CUFF.1702.3_2+,CUFF.1702.4_2+,CUFF.1702.5_2+,CUFF.1702.6_1+,CUFF.1702.7_1+
CUFF.6046.1_2+	0.833663	NA	1.192814	1	CUFF.6046.1_2+
TCONS_00023162_3+	0.833663	NA	1.188188	1	TCONS_00023162_3+
ACOM030070-PA	0.833663	NA	1.183466	1	ACOM030070-PA,AGAP008362-RA_1+,CUFF.9900.1_2+
sp|P53723|YN8B_YEAST	0.833663	NA	1.175089	1	sp|P53723|YN8B_YEAST
CUFF.651.10_2+	0.833663	NA	1.172604	1	CUFF.651.10_2+,CUFF.651.1_2+,CUFF.651.2_3+,CUFF.651.3_2+,CUFF.651.4_3+,CUFF.651.5_2+,CUFF.651.6_2+,CUFF.651.7_2+,CUFF.651.8_1+,CUFF.651.9_3+
ACOM029052-PA	0.833663	NA	1.171214	1	ACOM029052-PA,AGAP000291-PA,AGAP000291-RA_1+
ACOM031395-PA	0.833663	NA	1.168980	1	ACOM031395-PA,AGAP007027-PA,AGAP007027-RA_2+,CUFF.2428.1_1+
ACOM026509-PA	0.833663	NA	1.168075	1	ACOM026509-PA,AGAP012144-PA,AGAP012144-RA_1+
AGAP007439-RA_3+	0.833663	NA	1.167503	1	AGAP007439-RA_3+,CUFF.2731.1_1+
CUFF.9009.6_2+	0.833663	NA	1.166671	1	CUFF.9009.6_2+
CUFF.8192.1_1+	0.833663	NA	1.160880	1	CUFF.8192.1_1+,CUFF.8192.2_1+
CUFF.3784.3_1+	0.833663	NA	1.159092	1	CUFF.3784.3_1+,CUFF.3784.4_1+,CUFF.3784.5_1+,CUFF.3784.6_2+
AGAP012367-RA_3+	0.833663	NA	1.158607	1	AGAP012367-RA_3+
AGAP004970-RA_3+	0.833663	NA	1.156374	1	AGAP004970-RA_3+,CUFF.589.1_2+,CUFF.589.2_2+,CUFF.589.3_3+,CUFF.589.5_3+
AGAP004474-PA	0.833663	NA	1.152103	1	AGAP004474-PA,AGAP004474-RA_1+,CUFF.6170.1_1+
AGAP000585-RA_3+	0.833663	NA	1.151230	1	AGAP000585-RA_3+,CUFF.16587.1_1+,CUFF.16587.2_1+,CUFF.16587.3_2+,CUFF.16587.4_2+
CUFF.3188.1_1+	0.833663	NA	1.150185	1	CUFF.3188.1_1+,CUFF.3188.3_2+
AGAP005217-RA_1+	0.833663	NA	1.135522	2	AGAP005217-RA_1+
CUFF.4398.5_3+	0.833663	NA	1.132627	1	CUFF.4398.5_3+,CUFF.4398.6_3+
AGAP003746-RA_3+	0.833663	NA	1.132302	1	AGAP003746-RA_3+,CUFF.5428.1_1+
AGAP000675-RA_2+	0.833663	NA	1.124160	1	AGAP000675-RA_2+,AGAP000675-RB_2+,AGAP000675-RC_2+,CUFF.16689.1_3+,CUFF.16689.2_2+,CUFF.16689.3_2+
CUFF.9225.6_3+	0.833663	NA	1.122819	1	CUFF.9225.6_3+
AGAP011092-RA_3+	0.833663	NA	1.122362	1	AGAP011092-RA_3+,CUFF.7825.1_2+,CUFF.7825.3_3+
AGAP013298-RA_2+	0.833663	NA	1.121360	1	AGAP013298-RA_2+
ACOM041133-PA	0.833663	NA	1.120561	1	ACOM041133-PA
ACOM038312-PA	0.833663	NA	1.119915	1	ACOM038312-PA,AGAP004866-PA,AGAP004866-RA_1+,CUFF.457.3_3+,CUFF.457.4_3+
ACOM042580-PA	0.833663	NA	1.119182	1	ACOM042580-PA,AGAP012332-PA,AGAP012332-RA_3+,CUFF.9247.1_2+,CUFF.9247.2_1+,CUFF.9247.3_3+,CUFF.9247.4_2+
ACOM039646-PA	0.833663	NA	1.118659	1	ACOM039646-PA,AGAP006487-PA,AGAP006487-RA_1+
ACOM035464-PA	0.833663	NA	1.117442	1	ACOM035464-PA,AGAP002760-PA,AGAP002760-RA_1+
ACOM038996-PA	0.833663	NA	1.117234	1	ACOM038996-PA,AGAP005553-PA,AGAP005553-RA_3+
CUFF.2846.1_3+	0.833663	NA	1.116849	1	CUFF.2846.1_3+,CUFF.2846.2_3+,CUFF.2846.3_3+,CUFF.2846.4_3+,CUFF.2846.5_3+
AGAP000017-PA	0.833663	NA	1.116089	1	AGAP000017-PA,AGAP000017-PB,AGAP000017-PC,AGAP000017-RA_1+,CUFF.15855.10_1+,CUFF.15855.1_1+,CUFF.15855.2_1+,CUFF.15855.3_1+,CUFF.15855.4_1+,CUFF.15855.5_2+,CUFF.15855.6_3+,CUFF.15855.7_2+,CUFF.15855.8_1+
AGAP003756-RA_2+	0.833663	NA	1.114222	1	AGAP003756-RA_2+
AGAP009785-RA_1+	0.833663	NA	1.113896	1	AGAP009785-RA_1+,CUFF.11595.1_1+
CUFF.9194.1_1+	0.833663	NA	1.112642	1	CUFF.9194.1_1+,CUFF.9194.2_3+,CUFF.9194.3_3+,CUFF.9194.4_2+,CUFF.9194.5_3+
ACOM029432-PA	0.833663	NA	1.112556	1	ACOM029432-PA,AGAP010012-RA_1+,CUFF.11870.3_1+
ACOM025863-PA	0.833663	NA	1.107698	1	ACOM025863-PA,AGAP007592-PA,AGAP007592-RA_1+,CUFF.2845.1_3+,CUFF.2845.2_2+,CUFF.2845.3_2+,CUFF.2845.4_1+,CUFF.2845.5_3+,CUFF.2845.6_2+,CUFF.2845.7_1+
ACOM036508-PA	0.833663	NA	1.101893	1	ACOM036508-PA,AGAP002692-PA,AGAP002692-RA_1+,CUFF.4415.1_3+
AGAP000629-PA	0.833663	NA	1.100849	1	AGAP000629-PA,AGAP000629-RA_1+,CUFF.16538.1_2+,CUFF.16538.2_2+
ACOM032307-PA	0.833663	NA	1.098528	1	ACOM032307-PA,AGAP009438-PA,AGAP009438-RA_2+
ACOM030181-PA	0.833663	NA	1.094446	1	ACOM030181-PA,AGAP008304-PA,AGAP008304-RA_1+,CUFF.9965.2_2+
AGAP005288-RA_3+	0.833663	NA	1.091713	2	AGAP005288-RA_3+
AGAP005288-RB_3+	0.833663	NA	1.091713	1	AGAP005288-RB_3+,AGAP005288-RC_3+,CUFF.939.11_2+,CUFF.939.12_3+,CUFF.939.13_1+,CUFF.939.1_2+,CUFF.939.4_3+,CUFF.939.6_2+
CUFF.9490.1_1+	0.833663	NA	1.087595	1	CUFF.9490.1_1+
AGAP001424-RA_3+	0.833663	NA	1.087568	1	AGAP001424-RA_3+
CUFF.11152.1_3+	0.833663	NA	1.080129	1	CUFF.11152.1_3+,CUFF.11152.2_3+
AGAP004732-RA_3+	0.833663	NA	1.079725	2	AGAP004732-RA_3+,AGAP029113-PA,CUFF.349.1_1+,CUFF.349.2_1+,CUFF.349.3_1+,CUFF.349.4_1+,CUFF.349.5_2+
ACOM033670-PA	0.833663	NA	1.078945	1	ACOM033670-PA,AGAP001113-PA,AGAP001113-RA_1+,CUFF.2998.1_3+,CUFF.2998.2_2+,CUFF.2998.4_3+
CUFF.16102.3_2+	0.833663	NA	1.075672	1	CUFF.16102.3_2+,CUFF.16102.4_2+
ACOM031536-PA	0.833663	NA	1.074515	1	ACOM031536-PA,AGAP006915-PA,AGAP006915-RA_2+
ACOM040825-PA	0.833663	NA	1.067647	1	ACOM040825-PA,AGAP010393-PA,AGAP010393-RA_3+,CUFF.6831.1_2+,CUFF.6831.2_2+,CUFF.6831.3_2+
AGAP000065-RA_2+	0.833663	NA	1.065155	1	AGAP000065-RA_2+,CUFF.15880.11_2+,CUFF.15880.5_1+,CUFF.15880.6_2+,CUFF.15880.7_2+,CUFF.15880.8_2+,CUFF.15880.9_2+
CUFF.3204.1_1+	0.833663	NA	1.056552	1	CUFF.3204.1_1+,CUFF.3204.3_2+
CUFF.9824.1_2+	0.833663	NA	1.053075	1	CUFF.9824.1_2+,CUFF.9824.2_2+
